CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,AgeGroup
200054,0,36.0,Self Enquiry,3,29.0,Small Business,Female,2.0,4.0,Deluxe,3.0,Divorced,1.0,1,2,1,0.0,Manager,22347.0,36-45
200055,0,33.0,Company Invited,1,6.0,Salaried,Female,3.0,3.0,Standard,3.0,Unmarried,2.0,1,2,1,0.0,Senior Manager,28458.0,26-35
200056,0,35.0,Company Invited,3,24.0,Salaried,Male,3.0,3.0,Standard,5.0,Divorced,2.0,0,4,1,0.0,Senior Manager,24069.0,26-35
200057,0,36.0,Self Enquiry,1,29.0,Small Business,Female,1.0,3.0,Basic,5.0,Divorced,4.0,1,4,1,0.0,Executive,22347.0,36-45
200058,0,31.0,Self Enquiry,1,13.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,4.0,0,3,1,0.0,Manager,20915.0,26-35
200059,0,37.0,Self Enquiry,1,6.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Married,2.0,0,5,1,1.0,Manager,20993.0,36-45
200060,0,32.0,Self Enquiry,1,6.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Divorced,2.0,1,4,1,0.0,Manager,21162.0,26-35
200061,0,38.0,Company Invited,1,34.0,Salaried,Female,2.0,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,17406.0,36-45
200062,0,50.0,Self Enquiry,1,13.0,Small Business,Female,2.0,4.0,King,3.0,Married,6.0,1,4,1,1.0,VP,32834.375,46-55
200063,0,59.0,Self Enquiry,3,31.0,Salaried,Female,2.0,3.0,Standard,5.0,Unmarried,1.0,0,3,1,0.0,Senior Manager,22637.0,56-65
200064,0,36.0,Self Enquiry,1,14.0,Large Business,Female,2.0,3.0,Standard,3.0,Married,2.0,0,4,1,1.0,Senior Manager,25096.0,36-45
200065,0,55.0,Self Enquiry,1,14.0,Small Business,Female,2.0,3.0,Super Deluxe,3.0,Married,3.0,1,3,0,1.0,AVP,29756.0,46-55
200066,0,36.0,Company Invited,1,17.0,Salaried,Male,3.0,4.0,Deluxe,4.0,Unmarried,2.0,0,4,1,1.0,Manager,21499.0,36-45
200067,0,45.0,Self Enquiry,1,13.0,Salaried,Male,2.0,3.0,Standard,5.0,Married,3.0,0,3,1,1.0,Senior Manager,24724.0,36-45
200068,0,35.0,Company Invited,1,6.0,Small Business,Male,3.0,3.0,Basic,5.0,Divorced,5.0,0,2,0,1.0,Executive,17194.0,26-35
200069,1,36.0,Self Enquiry,1,15.0,Small Business,Male,3.0,4.0,Basic,3.0,Divorced,1.0,1,2,0,1.0,Executive,18388.0,36-45
200070,0,59.0,Company Invited,3,6.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Single,1.0,0,5,1,1.0,Manager,20473.0,56-65
200071,0,29.0,Self Enquiry,1,8.0,Salaried,Male,3.0,3.0,Basic,4.0,Divorced,1.0,0,4,0,0.0,Executive,17703.0,26-35
200072,0,31.0,Self Enquiry,1,6.0,Small Business,Male,2.0,3.0,Basic,4.0,Single,2.0,0,3,0,0.0,Executive,17501.0,26-35
200073,0,32.0,Self Enquiry,1,6.0,Salaried,Male,3.0,3.0,Deluxe,4.0,Divorced,2.0,0,3,0,0.0,Manager,21220.0,26-35
200074,0,36.0,Self Enquiry,1,12.0,Salaried,Female,2.0,2.0,Deluxe,3.0,Divorced,4.0,0,2,0,0.0,Manager,18038.0,36-45
200075,0,31.0,Self Enquiry,1,13.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Single,2.0,0,5,0,1.0,Manager,22347.0,26-35
200076,0,35.0,Self Enquiry,3,13.0,Small Business,Male,2.0,4.0,Deluxe,5.0,Single,1.0,0,2,0,1.0,Manager,22347.0,26-35
200077,0,45.0,Self Enquiry,1,12.0,Salaried,Male,2.0,3.0,Standard,5.0,Divorced,5.0,1,3,0,0.0,Senior Manager,28245.0,36-45
200078,0,37.0,Self Enquiry,1,13.0,Small Business,Male,1.0,3.0,Standard,3.0,Single,5.0,0,2,0,0.0,Senior Manager,28664.0,36-45
200079,0,46.0,Self Enquiry,2,11.0,Small Business,Male,3.0,4.0,Deluxe,4.0,Married,1.0,1,5,0,1.0,Manager,20021.0,46-55
200080,0,30.0,Self Enquiry,1,6.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Divorced,2.0,1,2,1,1.0,Manager,20126.0,26-35
200081,0,35.0,Self Enquiry,1,6.0,Small Business,Male,1.0,4.0,Basic,3.0,Single,2.0,0,4,1,0.0,Executive,17859.0,26-35
200082,0,55.0,Self Enquiry,3,6.0,Salaried,Male,3.0,3.0,Standard,3.0,Divorced,4.0,0,2,0,1.0,Senior Manager,25239.0,46-55
200083,0,38.0,Company Invited,1,12.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,1.0,1,2,0,2.0,Manager,20329.0,36-45
200084,0,34.0,Self Enquiry,1,13.0,Small Business,Male,3.0,3.0,Deluxe,4.0,Divorced,2.0,0,5,0,0.0,Manager,22347.0,26-35
200085,0,56.0,Self Enquiry,1,13.0,Salaried,Male,2.0,5.0,Standard,3.0,Unmarried,5.0,0,2,0,0.0,Senior Manager,22260.0,56-65
200086,0,23.0,Self Enquiry,3,8.0,Large Business,Male,3.0,3.0,Basic,5.0,Married,4.0,0,3,1,1.0,Executive,17322.0,18-25
200087,0,51.0,Self Enquiry,1,15.0,Salaried,Male,3.0,3.0,Basic,3.0,Divorced,4.0,0,3,1,0.0,Executive,17075.0,46-55
200088,0,36.0,Self Enquiry,1,8.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Divorced,2.0,0,4,1,0.0,Manager,22347.0,36-45
200089,1,46.0,Self Enquiry,3,15.0,Small Business,Male,3.0,4.0,Standard,3.0,Unmarried,2.0,0,5,0,1.0,Senior Manager,24619.0,46-55
200090,0,40.0,Company Invited,1,6.0,Salaried,Male,3.0,4.0,Super Deluxe,4.0,Divorced,2.0,0,2,1,2.0,AVP,28503.0,36-45
200091,0,51.0,Self Enquiry,3,27.0,Small Business,Male,3.0,3.0,Deluxe,3.0,Single,1.0,1,5,1,1.0,Manager,20441.0,46-55
200092,0,30.0,Self Enquiry,3,10.0,Small Business,Female,3.0,4.0,Deluxe,4.0,Married,2.0,1,3,1,1.0,Manager,20209.0,26-35
200093,0,46.0,Company Invited,1,6.0,Small Business,Male,2.0,4.0,Standard,5.0,Divorced,3.0,1,2,1,1.0,Senior Manager,25673.0,46-55
200094,0,32.0,Self Enquiry,3,12.0,Small Business,Male,2.0,4.0,Deluxe,3.0,Single,2.0,0,5,1,0.0,Manager,20010.0,26-35
200095,0,54.0,Self Enquiry,1,8.0,Large Business,Female,2.0,3.0,Standard,3.0,Divorced,1.0,0,4,1,0.0,Senior Manager,28549.0,46-55
200096,0,24.0,Self Enquiry,3,9.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Divorced,1.0,0,4,1,0.0,Manager,19999.0,18-25
200097,0,36.0,Company Invited,3,10.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Divorced,2.0,0,2,1,0.0,Manager,22347.0,36-45
200098,0,58.0,Self Enquiry,3,16.0,Small Business,Male,2.0,3.0,Super Deluxe,3.0,Single,1.0,0,3,1,1.0,AVP,28872.0,56-65
200099,0,44.0,Company Invited,1,29.0,Small Business,Male,3.0,3.0,Deluxe,4.0,Divorced,5.0,0,3,1,0.0,Manager,17042.0,36-45
200100,1,37.0,Self Enquiry,2,12.0,Salaried,Male,3.0,3.0,Basic,5.0,Married,5.0,1,2,1,0.0,Executive,17073.0,36-45
200101,0,32.0,Self Enquiry,1,6.0,Salaried,Male,3.0,3.0,Basic,5.0,Single,2.0,0,2,0,2.0,Executive,17956.0,26-35
200102,1,20.0,Company Invited,1,12.0,Salaried,Female,3.0,4.0,Basic,3.0,Single,2.0,1,2,1,1.0,Executive,17926.0,18-25
200103,0,34.0,Self Enquiry,1,13.0,Salaried,Female,2.0,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,19809.0,26-35
200104,0,37.0,Company Invited,1,8.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Married,6.0,0,2,0,1.0,Manager,20163.0,36-45
200105,0,59.0,Company Invited,2,8.0,Salaried,Female,2.0,4.0,King,3.0,Divorced,1.0,0,2,1,1.0,VP,32834.375,56-65
200106,0,50.0,Company Invited,1,6.0,Salaried,Female,3.0,3.0,King,4.0,Divorced,4.0,1,2,0,2.0,VP,32834.375,46-55
200107,1,25.0,Self Enquiry,3,11.0,Small Business,Male,2.0,4.0,Deluxe,3.0,Single,2.0,1,3,1,0.0,Manager,20744.0,18-25
200108,0,25.0,Self Enquiry,1,13.0,Small Business,Male,3.0,4.0,Basic,3.0,Divorced,2.0,0,2,1,2.0,Executive,17889.0,18-25
200109,0,22.0,Self Enquiry,1,21.0,Small Business,Female,2.0,3.0,Basic,3.0,Single,2.0,0,2,1,1.0,Executive,17871.0,18-25
200110,0,51.0,Company Invited,1,6.0,Small Business,Female,1.0,4.0,Standard,5.0,Unmarried,4.0,0,2,1,0.0,Senior Manager,22484.0,46-55
200111,1,34.0,Company Invited,1,13.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Single,2.0,1,5,1,1.0,Manager,21074.0,26-35
200112,0,54.0,Company Invited,2,32.0,Salaried,Female,1.0,2.0,Super Deluxe,3.0,Single,3.0,1,3,1,0.0,AVP,32328.0,46-55
200113,0,24.0,Self Enquiry,1,24.0,Salaried,Male,2.0,3.0,Basic,3.0,Divorced,1.0,0,4,1,0.0,Executive,17774.0,18-25
200114,0,34.0,Self Enquiry,1,13.0,Salaried,Female,2.0,4.0,Deluxe,4.0,Married,7.0,0,3,0,1.0,Manager,19505.0,26-35
200115,0,37.0,Self Enquiry,3,9.0,Salaried,Male,2.0,3.0,Standard,3.0,Unmarried,3.0,0,3,0,0.0,Senior Manager,22428.0,36-45
200116,0,34.0,Self Enquiry,1,11.0,Small Business,Female,2.0,4.0,Standard,5.0,Unmarried,3.0,0,2,0,0.0,Senior Manager,26631.0,26-35
200117,0,36.0,Company Invited,3,17.0,Large Business,Female,3.0,3.0,Standard,3.0,Divorced,1.0,0,5,0,0.0,Senior Manager,24738.0,36-45
200118,0,36.0,Self Enquiry,1,9.0,Salaried,Female,2.0,3.0,Basic,3.0,Married,6.0,0,2,1,0.0,Executive,17835.0,36-45
200119,0,43.0,Company Invited,3,32.0,Salaried,Male,3.0,3.0,Super Deluxe,3.0,Divorced,2.0,1,2,0,0.0,AVP,31959.0,36-45
200120,0,30.0,Company Invited,1,29.0,Salaried,Male,3.0,5.0,Basic,3.0,Married,2.0,0,3,1,2.0,Executive,17613.0,26-35
200121,0,33.0,Company Invited,3,28.0,Small Business,Male,3.0,3.0,Deluxe,4.0,Divorced,1.0,0,2,0,1.0,Manager,21146.0,26-35
200122,1,56.0,Self Enquiry,1,20.0,Salaried,Female,3.0,4.0,Basic,4.0,Divorced,1.0,1,5,1,1.0,Executive,19963.0,56-65
200123,0,51.0,Self Enquiry,1,12.0,Salaried,Male,2.0,3.0,King,3.0,Single,1.0,0,5,1,0.0,VP,32834.375,46-55
200124,1,31.0,Self Enquiry,3,12.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Divorced,5.0,1,3,1,1.0,Manager,21172.0,26-35
200125,0,26.0,Self Enquiry,1,12.0,Salaried,Female,2.0,4.0,Basic,4.0,Divorced,2.0,0,3,1,0.0,Executive,17368.0,26-35
200126,1,58.0,Self Enquiry,1,29.0,Small Business,Female,3.0,3.0,Standard,3.0,Divorced,2.0,0,3,1,0.0,Senior Manager,25312.0,56-65
200127,1,19.0,Self Enquiry,3,28.0,Small Business,Male,2.0,3.0,Basic,3.0,Single,2.0,1,2,0,1.0,Executive,16675.0,18-25
200128,0,22.0,Self Enquiry,1,8.0,Large Business,Male,3.0,3.0,Basic,3.0,Divorced,1.0,0,5,1,2.0,Executive,17523.0,18-25
200129,0,49.0,Self Enquiry,1,26.0,Small Business,Female,3.0,3.0,Deluxe,5.0,Divorced,2.0,0,2,1,2.0,Manager,21567.0,46-55
200130,0,43.0,Company Invited,1,13.0,Small Business,Female,3.0,2.0,Basic,3.0,Single,5.0,0,3,0,2.0,Executive,19739.0,36-45
200131,0,50.0,Company Invited,3,18.0,Small Business,Female,3.0,3.0,Standard,3.0,Unmarried,5.0,0,5,0,0.0,Senior Manager,24208.0,46-55
200132,1,31.0,Self Enquiry,3,13.0,Salaried,Female,3.0,5.0,Deluxe,3.0,Divorced,4.0,1,3,1,0.0,Manager,19559.0,26-35
200133,0,41.0,Self Enquiry,3,15.0,Salaried,Male,3.0,3.0,Standard,3.0,Married,4.0,1,2,0,1.0,Senior Manager,23189.0,36-45
200134,0,26.0,Self Enquiry,2,31.0,Salaried,Female,3.0,3.0,Basic,3.0,Divorced,2.0,0,4,1,0.0,Executive,17942.0,26-35
200135,0,36.0,Self Enquiry,1,12.0,Small Business,Male,2.0,4.0,Deluxe,4.0,Married,7.0,0,4,1,1.0,Manager,19941.0,36-45
200136,1,51.0,Company Invited,1,14.0,Salaried,Male,2.0,5.0,Standard,3.0,Unmarried,3.0,0,2,0,1.0,Senior Manager,25650.0,46-55
200137,0,39.0,Self Enquiry,3,10.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Divorced,5.0,0,5,1,0.0,Manager,20902.0,36-45
200138,0,25.0,Self Enquiry,3,34.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Divorced,3.0,0,4,0,0.0,Manager,23639.0,18-25
200139,0,30.0,Self Enquiry,2,15.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Divorced,1.0,1,3,1,1.0,Manager,21347.0,26-35
200140,1,36.0,Self Enquiry,1,15.0,Small Business,Female,2.0,3.0,Basic,5.0,Single,1.0,0,4,1,1.0,Executive,22347.0,36-45
200141,0,36.0,Self Enquiry,1,34.0,Small Business,Male,2.0,3.0,Basic,3.0,Single,6.0,0,2,1,0.0,Executive,18452.0,36-45
200142,0,38.0,Self Enquiry,1,9.0,Large Business,Female,2.0,3.0,Deluxe,3.0,Single,4.0,1,5,0,0.0,Manager,13075.375,36-45
200143,0,30.0,Self Enquiry,1,24.0,Salaried,Female,3.0,3.0,Basic,3.0,Single,2.0,0,2,1,0.0,Executive,17632.0,26-35
200144,0,32.0,Company Invited,3,13.0,Small Business,Male,2.0,5.0,Deluxe,3.0,Married,1.0,0,2,0,1.0,Manager,19668.0,26-35
200145,0,30.0,Self Enquiry,1,11.0,Large Business,Female,2.0,3.0,Basic,5.0,Married,6.0,0,5,1,1.0,Executive,18204.0,26-35
200146,0,30.0,Self Enquiry,1,8.0,Small Business,Male,2.0,4.0,Basic,3.0,Single,1.0,0,4,0,0.0,Executive,17720.0,26-35
200147,0,41.0,Company Invited,1,16.0,Salaried,Male,3.0,4.0,Super Deluxe,5.0,Married,5.0,0,2,1,0.0,AVP,32181.0,36-45
200148,0,41.0,Self Enquiry,1,15.0,Salaried,Male,3.0,3.0,Basic,5.0,Divorced,3.0,0,2,0,2.0,Executive,17238.0,36-45
200149,0,19.0,Self Enquiry,1,9.0,Small Business,Female,3.0,3.0,Basic,4.0,Single,2.0,0,3,1,2.0,Executive,16483.0,18-25
200150,0,40.0,Company Invited,1,32.0,Small Business,Female,2.0,3.0,Deluxe,4.0,Married,2.0,0,2,1,0.0,Manager,20605.0,36-45
200151,0,35.0,Self Enquiry,3,6.0,Small Business,Male,3.0,3.0,Standard,4.0,Divorced,2.0,0,4,1,2.0,Senior Manager,22295.0,26-35
200152,0,53.0,Self Enquiry,3,12.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Divorced,3.0,1,5,0,0.0,Manager,17306.0,46-55
200153,0,45.0,Self Enquiry,1,15.0,Salaried,Male,2.0,3.0,Deluxe,4.0,Married,1.0,0,4,1,0.0,Manager,17348.0,36-45
200154,0,32.0,Company Invited,3,14.0,Small Business,Female,2.0,3.0,Standard,3.0,Unmarried,2.0,0,4,1,1.0,Senior Manager,23998.0,26-35
200155,0,29.0,Company Invited,1,13.0,Large Business,Male,2.0,3.0,Deluxe,3.0,Divorced,2.0,0,3,0,1.0,Manager,22347.0,26-35
200156,0,51.0,Self Enquiry,1,13.0,Small Business,Male,2.0,4.0,Deluxe,3.0,Divorced,3.0,0,3,1,1.0,Manager,21132.0,46-55
200157,0,58.0,Self Enquiry,1,15.0,Small Business,Female,3.0,4.0,Basic,4.0,Divorced,5.0,1,2,1,0.0,Executive,18346.0,56-65
200158,0,40.0,Self Enquiry,3,10.0,Small Business,Male,3.0,4.0,Standard,3.0,Divorced,1.0,0,2,1,0.0,Senior Manager,25855.0,36-45
200159,0,34.0,Company Invited,3,8.0,Small Business,Female,3.0,3.0,Basic,3.0,Divorced,7.0,0,5,1,2.0,Executive,17231.0,26-35
200160,0,22.0,Self Enquiry,1,25.0,Small Business,Male,3.0,3.0,Basic,3.0,Divorced,2.0,0,2,0,1.0,Executive,17323.0,18-25
200161,0,27.0,Company Invited,1,15.0,Small Business,Male,2.0,3.0,Basic,4.0,Married,7.0,0,3,0,0.0,Executive,17024.0,26-35
200162,0,28.0,Self Enquiry,1,27.0,Small Business,Male,2.0,3.0,Basic,3.0,Divorced,2.0,0,2,0,0.0,Executive,17713.0,26-35
200163,0,57.0,Self Enquiry,1,30.0,Salaried,Male,2.0,2.0,Standard,3.0,Married,4.0,1,4,1,1.0,Senior Manager,24439.0,56-65
200164,0,27.0,Company Invited,1,9.0,Small Business,Male,3.0,4.0,Basic,3.0,Married,2.0,1,2,0,2.0,Executive,17566.0,26-35
200165,0,50.0,Self Enquiry,1,17.0,Salaried,Female,2.0,3.0,King,4.0,Single,4.0,0,5,1,1.0,VP,32834.375,46-55
200166,0,41.0,Self Enquiry,1,20.0,Salaried,Male,2.0,3.0,Basic,3.0,Married,5.0,0,4,1,1.0,Executive,17451.0,36-45
200167,0,30.0,Self Enquiry,3,11.0,Salaried,Female,2.0,3.0,Standard,3.0,Divorced,3.0,0,4,1,1.0,Senior Manager,24419.0,26-35
200168,0,38.0,Self Enquiry,3,6.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Unmarried,5.0,0,2,1,1.0,Manager,23686.0,36-45
200169,0,32.0,Self Enquiry,1,12.0,Salaried,Male,2.0,3.0,Basic,3.0,Single,4.0,0,2,0,1.0,Executive,18038.0,26-35
200170,0,27.0,Self Enquiry,1,23.0,Large Business,Male,2.0,3.0,Basic,4.0,Divorced,1.0,1,4,1,0.0,Executive,18058.0,26-35
200171,1,19.0,Company Invited,3,6.0,Large Business,Female,3.0,5.0,Basic,5.0,Single,1.0,0,3,1,1.0,Executive,17325.0,18-25
200172,0,36.0,Company Invited,1,9.0,Small Business,Male,1.0,3.0,Basic,4.0,Single,5.0,0,4,1,0.0,Executive,17088.0,36-45
